,filename,axial_samples,lateral_samples,initial_radius,final_radius,initial_angle,final_angle,f0,timestamp_id,datapath,probe,scanner,target,f0_mhz,span_deg,focus_cm,v,harm
2502,verasonics.20170817132637_channelData_part6_0.mat,960,100,398.75999075323836,1358.7599907532385,-0.259181393921158,0.259181393921158,2358490.566037736,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,40.0,0
2507,verasonics.20180206192414_channelData_part9_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206192414,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq10/20180206192414_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,9.0,1
2514,verasonics.20180206191820_channelData_part6_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206191820,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq6/20180206191820_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,30.0,1
2530,verasonics.20170501112437_channelData_part19_1.mat,1792,70,576.1644556836093,2368.164455683609,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501112437,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501112323/preset6_acq1/20170501112437_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,6.0,17.0,1
2538,verasonics.20170905103917_channelData_part30_0.mat,960,70,305.4902121802837,1265.4902121802838,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,6.0,6.0,0
2540,verasonics.20170501120629_channelData_part3_0.mat,944,70,304.8135576544667,1248.8135576544666,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170501120629,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120426/preset5_acq3/20170501120629_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,8.5,30.0,0
2549,verasonics.20170501112437_channelData_part14_0.mat,896,70,288.15763807346474,1184.1576380734648,-0.15053464798451094,0.15053464798451094,2016129.0322580645,20170501112437,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501112323/preset6_acq1/20170501112437_channelData_part41.bin,c52v,verasonics,phantom,2.0,17.25,6.0,21.0,0
2555,verasonics.20170504160510_channelData_part8_0.mat,1296,200,406.4180768726223,1702.4180768726224,-0.4341506514335895,0.4341506514335895,3048780.487804878,20170504160510,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504160309/preset9_acq2/20170504160510_channelData_part1.bin,c52v,verasonics,phantom,3.0,49.75,8.5,15.0,0
2561,verasonics.20170905103917_channelData_part30_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,6.0,1
2563,verasonics.20170501121416_channelData_part34_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,8.5,7.0,1
2568,verasonics.20170905104102_channelData_part14_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1811594.202898551,20170905104102,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset2_acq2/20170905104102_channelData_part1.bin,c52v,verasonics,phantom,1.8,17.25,6.0,39.0,0
2575,verasonics.20170904130300_channelData_part10_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3968253.9682539683,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,4.0,17.25,5.0,47.0,1
2578,verasonics.20180203112107_channelData_part9_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112107,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq7/20180203112107_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,6.0,1
2579,verasonics.20170904130117_channelData_part34_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170904130117,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset1_acq1/20170904130117_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,2.0,1
2587,verasonics.20170728083851_channelData_part21_0.mat,960,70,305.4902121802837,1265.4902121802838,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170728083851,/getlab/wjl11/study_quantitative_coherence/data/verasonics/phantom_postbackplane_072817/session_20170728083642/preset1_acq3/20170728083851_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,6.0,27.0,0
2588,verasonics.20180203111954_channelData_part7_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203111954,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq6/20180203111954_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,8.0,0
2591,verasonics.20180206191720_channelData_part13_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206191720,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq5/20180206191720_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,2.0,1
2592,verasonics.20170501121416_channelData_part34_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,8.5,7.0,0
2595,verasonics.20170501121129_channelData_part24_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,6.0,15.0,1
2597,verasonics.20180203111423_channelData_part3_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203111423,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq2/20180203111423_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,20.0,0
2599,verasonics.20170817132637_channelData_part6_1.mat,1920,100,797.5199815064598,2717.5199815064598,-0.259181393921158,0.259181393921158,4716981.132075472,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,4.7,29.7,6.0,40.0,1
2601,verasonics.20170501121000_channelData_part25_0.mat,768,70,244.618960314586,1012.618960314586,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121000,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq1/20170501121000_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,6.0,13.0,0
2607,verasonics.20180206191339_channelData_part1_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206191339,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq2/20180206191339_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,70.0,0
2613,verasonics.20170504104444_channelData_part13_0.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,5000000.0,20170504104444,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104146/preset9_acq2/20170504104444_channelData_part1.bin,c52v,verasonics,phantom,5.0,17.25,8.5,15.0,0
2617,verasonics.20170728083851_channelData_part9_0.mat,960,70,305.4902121802837,1265.4902121802838,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170728083851,/getlab/wjl11/study_quantitative_coherence/data/verasonics/phantom_postbackplane_072817/session_20170728083642/preset1_acq3/20170728083851_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,6.0,51.0,0
2620,verasonics.20170817132637_channelData_part8_0.mat,960,100,398.75999075323836,1358.7599907532385,-0.259181393921158,0.259181393921158,2358490.566037736,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,30.0,0
2624,verasonics.20180206191820_channelData_part7_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206191820,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq6/20180206191820_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,20.0,1
2639,verasonics.20170519141211_channelData_part18_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170519141211,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519140922/preset1_acq1/20170519141211_channelData_part31.bin,c52v,verasonics,phantom,4.7,17.25,6.0,31.0,1
2642,verasonics.20170830090101_channelData_part13_1.mat,1792,40,757.8734165802376,2549.873416580237,-0.10210176124166832,0.10210176124166832,4716981.132075472,20170830090101,/getlab/fetal/clinicaldata/adaptive/data/verasonics/clinical_fetal_083017/acq083017_phtm/fetal_shallow/session_20170830085920/preset2_acq2/20170830090101_channelData_part1.bin,c52v,verasonics,phantom,4.7,11.7,6.0,24.0,1
2645,verasonics.20180206194456_channelData_part8_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194456,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq10/20180206194456_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,15.0,1
2663,verasonics.20170904130300_channelData_part17_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3968253.9682539683,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,4.0,17.25,5.0,33.0,1
2666,verasonics.20180203110841_channelData_part25_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.1461713248545251,0.15489797111449674,4716981.132075472,20180203110841,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1/session_20180203110729/preset1_acq1/20180203110841_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,19.0,1
2667,verasonics.20170904130300_channelData_part4_0.mat,960,70,304.8135576544667,1264.8135576544666,-0.15053464798451094,0.15053464798451094,1984126.9841269841,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,2.0,17.25,5.0,59.0,0
2669,verasonics.20180206194218_channelData_part6_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206194218,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq8/20180206194218_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,30.0,0
2670,verasonics.20170504104444_channelData_part4_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170504104444,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104146/preset9_acq2/20170504104444_channelData_part1.bin,c52v,verasonics,phantom,3.8,17.25,8.5,15.0,1
2671,verasonics.20170501121512_channelData_part10_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,8.5,23.0,1
2675,verasonics.20180206193445_channelData_part14_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206193445,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq1/20180206193445_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,1.6,1
2677,verasonics.20170501121129_channelData_part12_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,2.4,17.25,6.0,23.0,0
2680,verasonics.20170501121000_channelData_part16_0.mat,768,70,244.618960314586,1012.618960314586,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121000,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq1/20170501121000_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,6.0,19.0,0
2685,verasonics.20170904130117_channelData_part23_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3968253.9682539683,20170904130117,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset1_acq1/20170904130117_channelData_part1.bin,c52v,verasonics,phantom,4.0,17.25,5.0,15.0,1
2688,verasonics.20170501112437_channelData_part40_1.mat,1792,70,576.1644556836093,2368.164455683609,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501112437,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501112323/preset6_acq1/20170501112437_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,6.0,3.0,1
2712,verasonics.20180203112845_channelData_part7_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq12/20180203112845_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,8.0,1
2715,verasonics.20180203112503_channelData_part6_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112503,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq9/20180203112503_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,9.0,1
2718,verasonics.20180206192314_channelData_part9_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206192314,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq9/20180206192314_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,9.0,1
2728,verasonics.20180203111540_channelData_part10_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203111540,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq3/20180203111540_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,5.0,0
2741,verasonics.20180206191449_channelData_part4_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206191449,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq3/20180206191449_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,50.0,0
2748,verasonics.20180206192314_channelData_part1_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206192314,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq9/20180206192314_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,70.0,1
2764,verasonics.20180203110841_channelData_part16_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.1461713248545251,0.15489797111449674,2358490.566037736,20180203110841,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1/session_20180203110729/preset1_acq1/20180203110841_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,6.0,37.0,0
2768,verasonics.20170817132637_channelData_part7_0.mat,960,100,398.75999075323836,1358.7599907532385,-0.259181393921158,0.259181393921158,2358490.566037736,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,35.0,0
2776,verasonics.20170519141211_channelData_part16_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170519141211,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519140922/preset1_acq1/20170519141211_channelData_part31.bin,c52v,verasonics,phantom,4.7,17.25,6.0,35.0,1
2782,verasonics.20170504160510_channelData_part10_0.mat,1952,200,609.6271153089334,2561.6271153089333,-0.4341506514335895,0.4341506514335895,3787878.787878788,20170504160510,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504160309/preset9_acq2/20170504160510_channelData_part1.bin,c52v,verasonics,phantom,3.8,49.75,8.5,15.0,0
2787,verasonics.20180203110841_channelData_part13_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.1461713248545251,0.15489797111449674,2358490.566037736,20180203110841,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1/session_20180203110729/preset1_acq1/20180203110841_channelData_part1.bin,c52v,verasonics,phantom,2.4,17.25,6.0,43.0,0
2800,verasonics.20180206193633_channelData_part2_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206193633,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq3/20180206193633_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,70.0,0
2805,verasonics.20180203111540_channelData_part6_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203111540,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq3/20180203111540_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,9.0,1
2816,verasonics.20171105102845_channelData_part6_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105102845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq3/20171105102845_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,9.0,0
2825,verasonics.20170822133503_channelData_part1_1.mat,1792,100,751.5035680569107,2543.503568056911,-0.259181393921158,0.259181393921158,4716981.132075472,20170822133503,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_fetal_082217/acq082217_phtm/fetal_shallow/session_20170822133319/preset1_acq1/20170822133503_channelData_part1.bin,c52v,verasonics,phantom,4.7,29.7,6.0,54.0,1
2828,verasonics.20171105102945_channelData_part1_1.mat,1472,160,620.8190967125548,2092.8190967125547,-0.4856378643674221,0.4856378643674221,4716981.132075472,20171105102945,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq4/20171105102945_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,40.0,1
2832,verasonics.20170519141211_channelData_part20_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170519141211,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519140922/preset1_acq1/20170519141211_channelData_part31.bin,c52v,verasonics,phantom,2.4,17.25,6.0,27.0,0
2836,verasonics.20170904130300_channelData_part20_0.mat,960,70,304.8135576544667,1264.8135576544666,-0.15053464798451094,0.15053464798451094,1984126.9841269841,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,2.0,17.25,5.0,27.0,0
2837,verasonics.20170501121416_channelData_part35_0.mat,944,70,304.8135576544667,1248.8135576544666,-0.15053464798451094,0.15053464798451094,2016129.0322580645,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,2.0,17.25,8.5,7.0,0
2842,verasonics.20171105102845_channelData_part4_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105102845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq3/20171105102845_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,15.0,0
2845,verasonics.20170501121512_channelData_part12_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,8.5,23.0,1
2847,verasonics.20180203111540_channelData_part11_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203111540,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq3/20180203111540_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,4.0,1
2849,verasonics.20170504160510_channelData_part11_1.mat,2048,200,1219.2542306178668,3267.254230617866,-0.4341506514335895,0.4341506514335895,8333333.333333334,20170504160510,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504160309/preset9_acq2/20170504160510_channelData_part1.bin,c52v,verasonics,phantom,8.3,49.75,8.5,15.0,1
2852,verasonics.20170501121512_channelData_part34_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,8.5,7.0,1
2867,verasonics.20170504104716_channelData_part1_1.mat,1280,70,407.48460486793937,1687.4846048679394,-0.15053464798451094,0.15053464798451094,3125000.0,20170504104716,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104534/preset9_acq3/20170504104716_channelData_part1.bin,c52v,verasonics,phantom,3.1,17.25,6.0,15.0,1
2880,verasonics.20170904130300_channelData_part25_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3968253.9682539683,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,4.0,17.25,5.0,17.0,1
2890,verasonics.20171105103234_channelData_part12_1.mat,1472,160,620.8190967125548,2092.8190967125547,-0.4856378643674221,0.4856378643674221,4716981.132075472,20171105103234,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq7/20171105103234_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,3.0,1
2900,verasonics.20180206194456_channelData_part4_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194456,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq10/20180206194456_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,50.0,1
2922,verasonics.20170504104607_channelData_part2_1.mat,1280,70,407.59772021542983,1687.5977202154295,-0.15053464798451094,0.15053464798451094,3333333.333333333,20170504104607,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104534/preset9_acq1/20170504104607_channelData_part1.bin,c52v,verasonics,phantom,3.3,17.25,6.0,15.0,1
2929,verasonics.20170501121512_channelData_part28_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,8.5,11.0,1
2943,verasonics.20180203112319_channelData_part8_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112319,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq8/20180203112319_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,7.0,1
