filename,axial_samples,lateral_samples,initial_radius,final_radius,initial_angle,final_angle,f0,datapath,probe,scanner,target,f0_mhz,span_deg,focus_cm,v,harm
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080047_7.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161025080047.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080104_3.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161025080153.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080124_4.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161025080153.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080153_7.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161025080153.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025080523_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161025080524.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025080524_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161025080524.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025080526_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161025080524.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025080528_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161025080524.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025080627_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161025080627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025080631_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161025080627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025081536_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/mmode/uri_SpV10388_VpF168_FpA8_20161025081536.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025080633_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161025080627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080820_6.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/bmode/uri_SpV5192_VpF512_FpA7_20161025080859.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080839_3.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/bmode/uri_SpV5192_VpF512_FpA7_20161025080859.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080859_3.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/bmode/uri_SpV5192_VpF512_FpA7_20161025080859.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025080941_7.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/bmode/uri_SpV5192_VpF512_FpA7_20161025080941.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025081011_6.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/bmode/uri_SpV5192_VpF512_FpA7_20161025081011.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161025081019_7.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/bmode/uri_SpV5192_VpF512_FpA7_20161025081011.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025081427_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/mmode/uri_SpV10388_VpF168_FpA8_20161025081427.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025081429_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/mmode/uri_SpV10388_VpF168_FpA8_20161025081427.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025081432_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/mmode/uri_SpV10388_VpF168_FpA8_20161025081427.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025081434_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/mmode/uri_SpV10388_VpF168_FpA8_20161025081427.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025081531_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/mmode/uri_SpV10388_VpF168_FpA8_20161025081536.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161025081534_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p8/dax/mmode/uri_SpV10388_VpF168_FpA8_20161025081536.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161214144733_2.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v4/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161214144702.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161214145123_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v4/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161214145123.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161006124108_2.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161006_phan/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161006124108.rfd,4c1,siemens s2000,phantom,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155156_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155151.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216154318_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216154321.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216154319_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216154321.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216154321_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216154321.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216154323_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216154321.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216154556_5.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216154556.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216154638_6.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216154638.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216154717_6.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216154717.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216154758_4.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216154717.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216154818_7.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216154818.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216154840_4.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216154818.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155149_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155151.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155151_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155151.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155153_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155151.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155212_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155217.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216154256_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216154253.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155215_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155217.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155217_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155217.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216155220_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216155217.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161220150812_3.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161220150812.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161220151013_5.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161220151013.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161220151045_7.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161220151013.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161220151134_4.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161220151134.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161220151353_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161220151353.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161220151354_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161220151353.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161220151356_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161220151353.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161220151358_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161220151353.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161220151412_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161220151416.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161220151414_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161220151416.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216154258_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216154253.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216154254_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216154253.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161220151418_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v11/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161220151416.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216144439_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216144432.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216143815_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216143811.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216143817_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216143811.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216143843_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216143811.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216143844_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216143811.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216143846_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216143811.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216143848_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161216143811.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216144020_7.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216144020.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216144035_4.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216144020.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216144051_2.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216144020.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161216144111_7.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/bmode/uri_SpV5192_VpF512_FpA7_20161216144111.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216144432_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216144432.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216144434_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216144432.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216144437_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216144432.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161216144459_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v9/dax/mmode/uri_SpV10388_VpF168_FpA8_20161216144432.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
